,accuracy,precision,recall,f1,kapppa,set,modelo
0,0.8952109639667385,0.8972402165232053,0.8660385438972162,0.881363319386332,0.7875797453885676,test,Decission Tree Esta I
1,0.9638127502309825,0.9762731227206819,0.9431215246827115,0.9594110281100221,0.9267817726398149,train,Decission Tree Esta I
